# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 5, targetName: Jupiter, Diameter: 139822.00 km, Orbital period: 4.33259000E+03 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 1000
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Jupiter,   2030-09-27T00:00:00.00, 242 56 19.7265, +00 47 42.8288,    5.361511052,  -9.40
Jupiter,   2030-10-07T00:00:00.00, 243 43 14.6322, +00 46 51.8122,    5.358762192,  -9.40
Jupiter,   2030-10-17T00:00:00.00, 244 30 12.4283, +00 46  0.2180,    5.355981107,  -9.40
Jupiter,   2030-10-27T00:00:00.00, 245 17 13.1519, +00 45  8.0540,    5.353168258,  -9.40
Jupiter,   2030-11-06T00:00:00.00, 246  4 16.8398, +00 44 15.3274,    5.350324124,  -9.40
Jupiter,   2030-11-16T00:00:00.00, 246 51 23.5284, +00 43 22.0462,    5.347449202,  -9.40
Jupiter,   2030-11-26T00:00:00.00, 247 38 33.2537, +00 42 28.2182,    5.344544008,  -9.40
Jupiter,   2030-12-06T00:00:00.00, 248 25 46.0515, +00 41 33.8512,    5.341609077,  -9.40
Jupiter,   2030-12-16T00:00:00.00, 249 13  1.9578, +00 40 38.9533,    5.338644975,  -9.40
Jupiter,   2030-12-26T00:00:00.00, 250  0 21.0096, +00 39 43.5324,    5.335652261,  -9.40
Jupiter,   2031-01-05T00:00:00.00, 250 47 43.2435, +00 38 47.5969,    5.332631462,  -9.40
Jupiter,   2031-01-15T00:00:00.00, 251 35  8.6943, +00 37 51.1553,    5.329583119,  -9.40
Jupiter,   2031-01-25T00:00:00.00, 252 22 37.3968, +00 36 54.2162,    5.326507797,  -9.40
Jupiter,   2031-02-04T00:00:00.00, 253 10  9.3856, +00 35 56.7884,    5.323406071,  -9.40
Jupiter,   2031-02-14T00:00:00.00, 253 57 44.6951, +00 34 58.8807,    5.320278524,  -9.40
Jupiter,   2031-02-24T00:00:00.00, 254 45 23.3596, +00 34  0.5021,    5.317125744,  -9.40
Jupiter,   2031-03-06T00:00:00.00, 255 33  5.4129, +00 33  1.6616,    5.313948330,  -9.40
Jupiter,   2031-03-16T00:00:00.00, 256 20 50.8894, +00 32  2.3684,    5.310746894,  -9.40
Jupiter,   2031-03-26T00:00:00.00, 257  8 39.8241, +00 31  2.6316,    5.307522023,  -9.40
Jupiter,   2031-04-05T00:00:00.00, 257 56 32.2509, +00 30  2.4606,    5.304274264,  -9.40
Jupiter,   2031-04-15T00:00:00.00, 258 44 28.2016, +00 29  1.8653,    5.301004169,  -9.40
Jupiter,   2031-04-25T00:00:00.00, 259 32 27.7073, +00 28  0.8554,    5.297712307,  -9.40
Jupiter,   2031-05-05T00:00:00.00, 260 20 30.7985, +00 26 59.4411,    5.294399254,  -9.40
Jupiter,   2031-05-15T00:00:00.00, 261  8 37.5045, +00 25 57.6326,    5.291065591,  -9.40
Jupiter,   2031-05-25T00:00:00.00, 261 56 47.8539, +00 24 55.4402,    5.287711910,  -9.40
Jupiter,   2031-06-04T00:00:00.00, 262 45  1.8742, +00 23 52.8743,    5.284338828,  -9.40
Jupiter,   2031-06-14T00:00:00.00, 263 33 19.5929, +00 22 49.9456,    5.280946985,  -9.40
Jupiter,   2031-06-24T00:00:00.00, 264 21 41.0381, +00 21 46.6646,    5.277537005,  -9.40
Jupiter,   2031-07-04T00:00:00.00, 265 10  6.2359, +00 20 43.0425,    5.274109494,  -9.40
Jupiter,   2031-07-14T00:00:00.00, 265 58 35.2108, +00 19 39.0904,    5.270665083,  -9.40
Jupiter,   2031-07-24T00:00:00.00, 266 47  7.9868, +00 18 34.8197,    5.267204433,  -9.40
Jupiter,   2031-08-03T00:00:00.00, 267 35 44.5871, +00 17 30.2420,    5.263728223,  -9.40
Jupiter,   2031-08-13T00:00:00.00, 268 24 25.0346, +00 16 25.3687,    5.260237153,  -9.40
Jupiter,   2031-08-23T00:00:00.00, 269 13  9.3517, +00 15 20.2117,    5.256731937,  -9.40
Jupiter,   2031-09-02T00:00:00.00, 270  1 57.5605, +00 14 14.7828,    5.253213320,  -9.40
Jupiter,   2031-09-12T00:00:00.00, 270 50 49.6837, +00 13  9.0938,    5.249682067,  -9.40
Jupiter,   2031-09-22T00:00:00.00, 271 39 45.7451, +00 12  3.1566,    5.246138915,  -9.40
Jupiter,   2031-10-02T00:00:00.00, 272 28 45.7667, +00 10 56.9835,    5.242584579,  -9.40
Jupiter,   2031-10-12T00:00:00.00, 273 17 49.7697, +00  9 50.5869,    5.239019788,  -9.40
Jupiter,   2031-10-22T00:00:00.00, 274  6 57.7747, +00  8 43.9794,    5.235445284,  -9.40
Jupiter,   2031-11-01T00:00:00.00, 274 56  9.8021, +00  7 37.1737,    5.231861805,  -9.40
Jupiter,   2031-11-11T00:00:00.00, 275 45 25.8716, +00  6 30.1826,    5.228270094,  -9.40
Jupiter,   2031-11-21T00:00:00.00, 276 34 46.0021, +00  5 23.0191,    5.224670891,  -9.40
Jupiter,   2031-12-01T00:00:00.00, 277 24 10.2121, +00  4 15.6961,    5.221064950,  -9.40
Jupiter,   2031-12-11T00:00:00.00, 278 13 38.5203, +00  3  8.2268,    5.217453028,  -9.40
Jupiter,   2031-12-21T00:00:00.00, 279  3 10.9453, +00  2  0.6245,    5.213835839,  -9.40
Jupiter,   2031-12-31T00:00:00.00, 279 52 47.5035, +00  0 52.9027,    5.210214072,  -9.40
Jupiter,   2032-01-10T00:00:00.00, 280 42 28.2097, -00  0 14.9246,    5.206588429,  -9.40
Jupiter,   2032-01-20T00:00:00.00, 281 32 13.0772, -00  1 22.8435,    5.202959619,  -9.40
Jupiter,   2032-01-30T00:00:00.00, 282 22  2.1182, -00  2 30.8399,    5.199328360,  -9.40
Jupiter,   2032-02-09T00:00:00.00, 283 11 55.3439, -00  3 38.8996,    5.195695379,  -9.40
Jupiter,   2032-02-19T00:00:00.00, 284  1 52.7639, -00  4 47.0081,    5.192061416,  -9.40
Jupiter,   2032-02-29T00:00:00.00, 284 51 54.3869, -00  5 55.1511,    5.188427243,  -9.40
Jupiter,   2032-03-10T00:00:00.00, 285 42  0.2222, -00  7  3.3142,    5.184793644,  -9.40
Jupiter,   2032-03-20T00:00:00.00, 286 32 10.2785, -00  8 11.4827,    5.181161374,  -9.40
Jupiter,   2032-03-30T00:00:00.00, 287 22 24.5627, -00  9 19.6417,    5.177531182,  -9.40
Jupiter,   2032-04-09T00:00:00.00, 288 12 43.0799, -00 10 27.7762,    5.173903838,  -9.40
Jupiter,   2032-04-19T00:00:00.00, 289  3  5.8348, -00 11 35.8711,    5.170280126,  -9.40
Jupiter,   2032-04-29T00:00:00.00, 289 53 32.8312, -00 12 43.9112,    5.166660842,  -9.40
Jupiter,   2032-05-09T00:00:00.00, 290 44  4.0718, -00 13 51.8813,    5.163046791,  -9.40
Jupiter,   2032-05-19T00:00:00.00, 291 34 39.5588, -00 14 59.7661,    5.159438787,  -9.40
Jupiter,   2032-05-29T00:00:00.00, 292 25 19.2938, -00 16  7.5503,    5.155837672,  -9.40
Jupiter,   2032-06-08T00:00:00.00, 293 16  3.2793, -00 17 15.2186,    5.152244284,  -9.40
Jupiter,   2032-06-18T00:00:00.00, 294  6 51.5173, -00 18 22.7553,    5.148659417,  -9.40
Jupiter,   2032-06-28T00:00:00.00, 294 57 44.0079, -00 19 30.1449,    5.145083850,  -9.40
Jupiter,   2032-07-08T00:00:00.00, 295 48 40.7498, -00 20 37.3714,    5.141518367,  -9.40
Jupiter,   2032-07-18T00:00:00.00, 296 39 41.7407, -00 21 44.4188,    5.137963748,  -9.40
Jupiter,   2032-07-28T00:00:00.00, 297 30 46.9772, -00 22 51.2713,    5.134420773,  -9.40
Jupiter,   2032-08-07T00:00:00.00, 298 21 56.4543, -00 23 57.9125,    5.130890216,  -9.40
Jupiter,   2032-08-17T00:00:00.00, 299 13 10.1656, -00 25  4.3264,    5.127372859,  -9.40
Jupiter,   2032-08-27T00:00:00.00, 300  4 28.1036, -00 26 10.4969,    5.123869507,  -9.40
Jupiter,   2032-09-06T00:00:00.00, 300 55 50.2614, -00 27 16.4076,    5.120380955,  -9.40
Jupiter,   2032-09-16T00:00:00.00, 301 47 16.6304, -00 28 22.0422,    5.116907961,  -9.40
Jupiter,   2032-09-26T00:00:00.00, 302 38 47.1997, -00 29 27.3840,    5.113451281,  -9.40
Jupiter,   2032-10-06T00:00:00.00, 303 30 21.9568, -00 30 32.4163,    5.110011683,  -9.40
Jupiter,   2032-10-16T00:00:00.00, 304 22  0.8878, -00 31 37.1226,    5.106589949,  -9.40
Jupiter,   2032-10-26T00:00:00.00, 305 13 43.9776, -00 32 41.4860,    5.103186865,  -9.40
Jupiter,   2032-11-05T00:00:00.00, 306  5 31.2096, -00 33 45.4899,    5.099803231,  -9.40
Jupiter,   2032-11-15T00:00:00.00, 306 57 22.5661, -00 34 49.1176,    5.096439864,  -9.40
Jupiter,   2032-11-25T00:00:00.00, 307 49 18.0288, -00 35 52.3525,    5.093097617,  -9.40
Jupiter,   2032-12-05T00:00:00.00, 308 41 17.5804, -00 36 55.1780,    5.089777330,  -9.40
Jupiter,   2032-12-15T00:00:00.00, 309 33 21.2026, -00 37 57.5774,    5.086479810,  -9.40
Jupiter,   2032-12-25T00:00:00.00, 310 25 28.8750, -00 38 59.5339,    5.083205862,  -9.40
Jupiter,   2033-01-04T00:00:00.00, 311 17 40.5766, -00 40  1.0307,    5.079956296,  -9.40
Jupiter,   2033-01-14T00:00:00.00, 312  9 56.2854, -00 41  2.0512,    5.076731921,  -9.40
Jupiter,   2033-01-24T00:00:00.00, 313  2 15.9785, -00 42  2.5786,    5.073533539,  -9.40
Jupiter,   2033-02-03T00:00:00.00, 313 54 39.6319, -00 43  2.5963,    5.070361948,  -9.40
Jupiter,   2033-02-13T00:00:00.00, 314 47  7.2206, -00 44  2.0877,    5.067217946,  -9.40
Jupiter,   2033-02-23T00:00:00.00, 315 39 38.7191, -00 45  1.0365,    5.064102347,  -9.40
Jupiter,   2033-03-05T00:00:00.00, 316 32 14.1027, -00 45 59.4262,    5.061015929,  -9.40
Jupiter,   2033-03-15T00:00:00.00, 317 24 53.3450, -00 46 57.2402,    5.057959418,  -9.40
Jupiter,   2033-03-25T00:00:00.00, 318 17 36.4174, -00 47 54.4620,    5.054933528,  -9.40
Jupiter,   2033-04-04T00:00:00.00, 319 10 23.2896, -00 48 51.0750,    5.051938964,  -9.40
Jupiter,   2033-04-14T00:00:00.00, 320  3 13.9298, -00 49 47.0628,    5.048976422,  -9.40
Jupiter,   2033-04-24T00:00:00.00, 320 56  8.3046, -00 50 42.4090,    5.046046588,  -9.40
Jupiter,   2033-05-04T00:00:00.00, 321 49  6.3786, -00 51 37.0973,    5.043150143,  -9.40
Jupiter,   2033-05-14T00:00:00.00, 322 42  8.1143, -00 52 31.1117,    5.040287783,  -9.40
Jupiter,   2033-05-24T00:00:00.00, 323 35 13.4739, -00 53 24.4362,    5.037460225,  -9.40
Jupiter,   2033-06-03T00:00:00.00, 324 28 22.4198, -00 54 17.0549,    5.034668161,  -9.40
Jupiter,   2033-06-13T00:00:00.00, 325 21 34.9119, -00 55  8.9518,    5.031912252,  -9.40
Jupiter,   2033-06-23T00:00:00.00, 326 14 50.9086, -00 56  0.1111,    5.029193159,  -9.40
Jupiter,   2033-07-03T00:00:00.00, 327  8 10.3663, -00 56 50.5173,    5.026511551,  -9.40
Jupiter,   2033-07-13T00:00:00.00, 328  1 33.2405, -00 57 40.1548,    5.023868100,  -9.40
Jupiter,   2033-07-23T00:00:00.00, 328 54 59.4855, -00 58 29.0084,    5.021263478,  -9.40
Jupiter,   2033-08-02T00:00:00.00, 329 48 29.0539, -00 59 17.0629,    5.018698360,  -9.40
Jupiter,   2033-08-12T00:00:00.00, 330 42  1.8972, -01  0  4.3036,    5.016173445,  -9.40
Jupiter,   2033-08-22T00:00:00.00, 331 35 37.9675, -01  0 50.7160,    5.013689451,  -9.40
Jupiter,   2033-09-01T00:00:00.00, 332 29 17.2174, -01  1 36.2854,    5.011247058,  -9.40
Jupiter,   2033-09-11T00:00:00.00, 333 22 59.5979, -01  2 20.9974,    5.008846919,  -9.40
Jupiter,   2033-09-21T00:00:00.00, 334 16 45.0588, -01  3  4.8379,    5.006489672,  -9.40
Jupiter,   2033-10-01T00:00:00.00, 335 10 33.5491, -01  3 47.7928,    5.004175951,  -9.40
Jupiter,   2033-10-11T00:00:00.00, 336  4 25.0166, -01  4 29.8483,    5.001906372,  -9.40
Jupiter,   2033-10-21T00:00:00.00, 336 58 19.4083, -01  5 10.9908,    4.999681536,  -9.40
Jupiter,   2033-10-31T00:00:00.00, 337 52 16.6698, -01  5 51.2070,    4.997502028,  -9.40
Jupiter,   2033-11-10T00:00:00.00, 338 46 16.7453, -01  6 30.4839,    4.995368446,  -9.40
Jupiter,   2033-11-20T00:00:00.00, 339 40 19.5793, -01  7  8.8087,    4.993281385,  -9.40
Jupiter,   2033-11-30T00:00:00.00, 340 34 25.1166, -01  7 46.1687,    4.991241393,  -9.40
Jupiter,   2033-12-10T00:00:00.00, 341 28 33.2998, -01  8 22.5513,    4.989248981,  -9.40
Jupiter,   2033-12-20T00:00:00.00, 342 22 44.0699, -01  8 57.9443,    4.987304649,  -9.40
Jupiter,   2033-12-30T00:00:00.00, 343 16 57.3665, -01  9 32.3358,    4.985408883,  -9.40
Jupiter,   2034-01-09T00:00:00.00, 344 11 13.1281, -01 10  5.7141,    4.983562162,  -9.40
Jupiter,   2034-01-19T00:00:00.00, 345  5 31.2917, -01 10 38.0677,    4.981764950,  -9.40
Jupiter,   2034-01-29T00:00:00.00, 345 59 51.7926, -01 11  9.3857,    4.980017709,  -9.40
Jupiter,   2034-02-08T00:00:00.00, 346 54 14.5649, -01 11 39.6576,    4.978320926,  -9.40
Jupiter,   2034-02-18T00:00:00.00, 347 48 39.5438, -01 12  8.8731,    4.976675091,  -9.40
Jupiter,   2034-02-28T00:00:00.00, 348 43  6.6641, -01 12 37.0220,    4.975080655,  -9.40
Jupiter,   2034-03-10T00:00:00.00, 349 37 35.8591, -01 13  4.0946,    4.973538048,  -9.40
Jupiter,   2034-03-20T00:00:00.00, 350 32  7.0613, -01 13 30.0814,    4.972047689,  -9.40
Jupiter,   2034-03-30T00:00:00.00, 351 26 40.2024, -01 13 54.9734,    4.970609995,  -9.40
Jupiter,   2034-04-09T00:00:00.00, 352 21 15.2135, -01 14 18.7619,    4.969225366,  -9.40
Jupiter,   2034-04-19T00:00:00.00, 353 15 52.0249, -01 14 41.4386,    4.967894194,  -9.40
Jupiter,   2034-04-29T00:00:00.00, 354 10 30.5658, -01 15  2.9955,    4.966616858,  -9.40
Jupiter,   2034-05-09T00:00:00.00, 355  5 10.7653, -01 15 23.4253,    4.965393760,  -9.40
Jupiter,   2034-05-19T00:00:00.00, 355 59 52.5538, -01 15 42.7209,    4.964225288,  -9.40
Jupiter,   2034-05-29T00:00:00.00, 356 54 35.8617, -01 16  0.8751,    4.963111776,  -9.40
Jupiter,   2034-06-08T00:00:00.00, 357 49 20.6186, -01 16 17.8815,    4.962053523,  -9.40
Jupiter,   2034-06-18T00:00:00.00, 358 44  6.7532, -01 16 33.7338,    4.961050806,  -9.40
Jupiter,   2034-06-28T00:00:00.00, 359 38 54.1933, -01 16 48.4262,    4.960103877,  -9.40
Jupiter,   2034-07-08T00:00:00.00,   0 33 42.8663, -01 17  1.9531,    4.959212962,  -9.40
Jupiter,   2034-07-18T00:00:00.00,   1 28 32.6983, -01 17 14.3096,    4.958378263,  -9.40
Jupiter,   2034-07-28T00:00:00.00,   2 23 23.6139, -01 17 25.4911,    4.957599969,  -9.40
Jupiter,   2034-08-07T00:00:00.00,   3 18 15.5371, -01 17 35.4935,    4.956878286,  -9.40
Jupiter,   2034-08-17T00:00:00.00,   4 13  8.3930, -01 17 44.3129,    4.956213405,  -9.40
Jupiter,   2034-08-27T00:00:00.00,   5  8  2.1063, -01 17 51.9459,    4.955605469,  -9.40
Jupiter,   2034-09-06T00:00:00.00,   6  2 56.6004, -01 17 58.3892,    4.955054598,  -9.40
Jupiter,   2034-09-16T00:00:00.00,   6 57 51.7977, -01 18  3.6402,    4.954560902,  -9.40
Jupiter,   2034-09-26T00:00:00.00,   7 52 47.6199, -01 18  7.6967,    4.954124480,  -9.40
Jupiter,   2034-10-06T00:00:00.00,   8 47 43.9883, -01 18 10.5569,    4.953745420,  -9.40
Jupiter,   2034-10-16T00:00:00.00,   9 42 40.8232, -01 18 12.2195,    4.953423799,  -9.40
Jupiter,   2034-10-26T00:00:00.00,  10 37 38.0439, -01 18 12.6837,    4.953159703,  -9.40
Jupiter,   2034-11-05T00:00:00.00,  11 32 35.5700, -01 18 11.9493,    4.952953247,  -9.40
Jupiter,   2034-11-15T00:00:00.00,  12 27 33.3230, -01 18 10.0161,    4.952804538,  -9.40
Jupiter,   2034-11-25T00:00:00.00,  13 22 31.2246, -01 18  6.8845,    4.952713643,  -9.40
Jupiter,   2034-12-05T00:00:00.00,  14 17 29.1962, -01 18  2.5551,    4.952680615,  -9.40
Jupiter,   2034-12-15T00:00:00.00,  15 12 27.1594, -01 17 57.0292,    4.952705493,  -9.40
Jupiter,   2034-12-25T00:00:00.00,  16  7 25.0362, -01 17 50.3084,    4.952788301,  -9.40
Jupiter,   2035-01-04T00:00:00.00,  17  2 22.7489, -01 17 42.3947,    4.952929043,  -9.40
Jupiter,   2035-01-14T00:00:00.00,  17 57 20.2196, -01 17 33.2904,    4.953127697,  -9.40
Jupiter,   2035-01-24T00:00:00.00,  18 52 17.3703, -01 17 22.9986,    4.953384238,  -9.40
Jupiter,   2035-02-03T00:00:00.00,  19 47 14.1239, -01 17 11.5226,    4.953698654,  -9.40
Jupiter,   2035-02-13T00:00:00.00,  20 42 10.4051, -01 16 58.8659,    4.954070899,  -9.40
Jupiter,   2035-02-23T00:00:00.00,  21 37  6.1393, -01 16 45.0326,    4.954500872,  -9.40
Jupiter,   2035-03-05T00:00:00.00,  22 32  1.2514, -01 16 30.0268,    4.954988442,  -9.40
Jupiter,   2035-03-15T00:00:00.00,  23 26 55.6662, -01 16 13.8534,    4.955533455,  -9.40
Jupiter,   2035-03-25T00:00:00.00,  24 21 49.3086, -01 15 56.5175,    4.956135727,  -9.40
Jupiter,   2035-04-04T00:00:00.00,  25 16 42.1034, -01 15 38.0246,    4.956795049,  -9.40
Jupiter,   2035-04-14T00:00:00.00,  26 11 33.9748, -01 15 18.3810,    4.957511189,  -9.40
Jupiter,   2035-04-24T00:00:00.00,  27  6 24.8460, -01 14 57.5931,    4.958283914,  -9.40
Jupiter,   2035-05-04T00:00:00.00,  28  1 14.6415, -01 14 35.6678,    4.959113016,  -9.40
Jupiter,   2035-05-14T00:00:00.00,  28 56  3.2871, -01 14 12.6124,    4.959998256,  -9.40
Jupiter,   2035-05-24T00:00:00.00,  29 50 50.7086, -01 13 48.4343,    4.960939363,  -9.40
Jupiter,   2035-06-03T00:00:00.00,  30 45 36.8321, -01 13 23.1415,    4.961936048,  -9.40
Jupiter,   2035-06-13T00:00:00.00,  31 40 21.5836, -01 12 56.7424,    4.962988013,  -9.40
Jupiter,   2035-06-23T00:00:00.00,  32 35  4.8894, -01 12 29.2456,    4.964094950,  -9.40
Jupiter,   2035-07-03T00:00:00.00,  33 29 46.6765, -01 12  0.6603,    4.965256537,  -9.40
Jupiter,   2035-07-13T00:00:00.00,  34 24 26.8716, -01 11 30.9961,    4.966472438,  -9.40
Jupiter,   2035-07-23T00:00:00.00,  35 19  5.4013, -01 11  0.2630,    4.967742335,  -9.40
Jupiter,   2035-08-02T00:00:00.00,  36 13 42.1945, -01 10 28.4712,    4.969065937,  -9.40
Jupiter,   2035-08-12T00:00:00.00,  37  8 17.1819, -01  9 55.6311,    4.970442919,  -9.40
Jupiter,   2035-08-22T00:00:00.00,  38  2 50.2954, -01  9 21.7533,    4.971872924,  -9.40
Jupiter,   2035-09-01T00:00:00.00,  38 57 21.4675, -01  8 46.8489,    4.973355576,  -9.40
Jupiter,   2035-09-11T00:00:00.00,  39 51 50.6315, -01  8 10.9292,    4.974890478,  -9.40
Jupiter,   2035-09-21T00:00:00.00,  40 46 17.7216, -01  7 34.0057,    4.976477210,  -9.40
Jupiter,   2035-10-01T00:00:00.00,  41 40 42.6729, -01  6 56.0905,    4.978115326,  -9.40
Jupiter,   2035-10-11T00:00:00.00,  42 35  5.4203, -01  6 17.1958,    4.979804352,  -9.40
Jupiter,   2035-10-21T00:00:00.00,  43 29 25.8986, -01  5 37.3342,    4.981543827,  -9.40
Jupiter,   2035-10-31T00:00:00.00,  44 23 44.0448, -01  4 56.5186,    4.983333301,  -9.40
Jupiter,   2035-11-10T00:00:00.00,  45 17 59.7975, -01  4 14.7618,    4.985172285,  -9.40
Jupiter,   2035-11-20T00:00:00.00,  46 12 13.0957, -01  3 32.0770,    4.987060256,  -9.40
Jupiter,   2035-11-30T00:00:00.00,  47  6 23.8789, -01  2 48.4776,    4.988996675,  -9.40
Jupiter,   2035-12-10T00:00:00.00,  48  0 32.0870, -01  2  3.9775,    4.990980988,  -9.40
Jupiter,   2035-12-20T00:00:00.00,  48 54 37.6607, -01  1 18.5907,    4.993012627,  -9.40
Jupiter,   2035-12-30T00:00:00.00,  49 48 40.5409, -01  0 32.3315,    4.995091007,  -9.40
Jupiter,   2036-01-09T00:00:00.00,  50 42 40.6684, -00 59 45.2144,    4.997215533,  -9.40
Jupiter,   2036-01-19T00:00:00.00,  51 36 37.9839, -00 58 57.2546,    4.999385644,  -9.40
Jupiter,   2036-01-29T00:00:00.00,  52 30 32.4306, -00 58  8.4669,    5.001600797,  -9.40
Jupiter,   2036-02-08T00:00:00.00,  53 24 23.9537, -00 57 18.8664,    5.003860427,  -9.40
Jupiter,   2036-02-18T00:00:00.00,  54 18 12.4990, -00 56 28.4684,    5.006163957,  -9.40
Jupiter,   2036-02-28T00:00:00.00,  55 11 58.0135, -00 55 37.2885,    5.008510801,  -9.40
Jupiter,   2036-03-09T00:00:00.00,  56  5 40.4454, -00 54 45.3422,    5.010900370,  -9.40
Jupiter,   2036-03-19T00:00:00.00,  56 59 19.7443, -00 53 52.6455,    5.013332067,  -9.40
Jupiter,   2036-03-29T00:00:00.00,  57 52 55.8610, -00 52 59.2143,    5.015805275,  -9.40
Jupiter,   2036-04-08T00:00:00.00,  58 46 28.7467, -00 52  5.0650,    5.018319371,  -9.40
Jupiter,   2036-04-18T00:00:00.00,  59 39 58.3535, -00 51 10.2138,    5.020873761,  -9.40
Jupiter,   2036-04-28T00:00:00.00,  60 33 24.6365, -00 50 14.6772,    5.023467853,  -9.40
Jupiter,   2036-05-08T00:00:00.00,  61 26 47.5531, -00 49 18.4714,    5.026101024,  -9.40
Jupiter,   2036-05-18T00:00:00.00,  62 20  7.0617, -00 48 21.6128,    5.028772619,  -9.40
Jupiter,   2036-05-28T00:00:00.00,  63 13 23.1220, -00 47 24.1181,    5.031481965,  -9.40
Jupiter,   2036-06-07T00:00:00.00,  64  6 35.6948, -00 46 26.0038,    5.034228369,  -9.40
Jupiter,   2036-06-17T00:00:00.00,  64 59 44.7420, -00 45 27.2869,    5.037011114,  -9.40
Jupiter,   2036-06-27T00:00:00.00,  65 52 50.2261, -00 44 27.9841,    5.039829453,  -9.40
Jupiter,   2036-07-07T00:00:00.00,  66 45 52.1093, -00 43 28.1126,    5.042682626,  -9.40
Jupiter,   2036-07-17T00:00:00.00,  67 38 50.3545, -00 42 27.6896,    5.045569906,  -9.40
Jupiter,   2036-07-27T00:00:00.00,  68 31 44.9268, -00 41 26.7322,    5.048490561,  -9.40
Jupiter,   2036-08-06T00:00:00.00,  69 24 35.7927, -00 40 25.2574,    5.051443833,  -9.40
Jupiter,   2036-08-16T00:00:00.00,  70 17 22.9192, -00 39 23.2823,    5.054428950,  -9.40
Jupiter,   2036-08-26T00:00:00.00,  71 10  6.2742, -00 38 20.8244,    5.057445129,  -9.40
Jupiter,   2036-09-05T00:00:00.00,  72  2 45.8261, -00 37 17.9008,    5.060491584,  -9.40
Jupiter,   2036-09-15T00:00:00.00,  72 55 21.5444, -00 36 14.5288,    5.063567523,  -9.40
Jupiter,   2036-09-25T00:00:00.00,  73 47 53.3990, -00 35 10.7261,    5.066672139,  -9.40
Jupiter,   2036-10-05T00:00:00.00,  74 40 21.3595, -00 34  6.5101,    5.069804637,  -9.40
Jupiter,   2036-10-15T00:00:00.00,  75 32 45.3965, -00 33  1.8984,    5.072964273,  -9.40
Jupiter,   2036-10-25T00:00:00.00,  76 25  5.4833, -00 31 56.9082,    5.076150310,  -9.40
Jupiter,   2036-11-04T00:00:00.00,  77 17 21.5947, -00 30 51.5568,    5.079362000,  -9.40
Jupiter,   2036-11-14T00:00:00.00,  78  9 33.7070, -00 29 45.8614,    5.082598592,  -9.40
Jupiter,   2036-11-24T00:00:00.00,  79  1 41.7976, -00 28 39.8392,    5.085859332,  -9.40
Jupiter,   2036-12-04T00:00:00.00,  79 53 45.8456, -00 27 33.5074,    5.089143466,  -9.40
Jupiter,   2036-12-14T00:00:00.00,  80 45 45.8316, -00 26 26.8830,    5.092450225,  -9.40
Jupiter,   2036-12-24T00:00:00.00,  81 37 41.7370, -00 25 19.9832,    5.095778823,  -9.40
Jupiter,   2037-01-03T00:00:00.00,  82 29 33.5430, -00 24 12.8252,    5.099128480,  -9.40
Jupiter,   2037-01-13T00:00:00.00,  83 21 21.2329, -00 23  5.4258,    5.102498454,  -9.40
Jupiter,   2037-01-23T00:00:00.00,  84 13  4.7922, -00 21 57.8019,    5.105887992,  -9.40
Jupiter,   2037-02-02T00:00:00.00,  85  4 44.2079, -00 20 49.9701,    5.109296321,  -9.40
Jupiter,   2037-02-12T00:00:00.00,  85 56 19.4683, -00 19 41.9470,    5.112722653,  -9.40
Jupiter,   2037-02-22T00:00:00.00,  86 47 50.5623, -00 18 33.7493,    5.116166188,  -9.40
Jupiter,   2037-03-04T00:00:00.00,  87 39 17.4802, -00 17 25.3934,    5.119626120,  -9.40
Jupiter,   2037-03-14T00:00:00.00,  88 30 40.2131, -00 16 16.8959,    5.123101622,  -9.40
Jupiter,   2037-03-24T00:00:00.00,  89 21 58.7522, -00 15  8.2733,    5.126591848,  -9.40
Jupiter,   2037-04-03T00:00:00.00,  90 13 13.0883, -00 13 59.5422,    5.130095969,  -9.40
Jupiter,   2037-04-13T00:00:00.00,  91  4 23.2133, -00 12 50.7187,    5.133613197,  -9.40
Jupiter,   2037-04-23T00:00:00.00,  91 55 29.1211, -00 11 41.8191,    5.137142741,  -9.40
Jupiter,   2037-05-03T00:00:00.00,  92 46 30.8069, -00 10 32.8594,    5.140683800,  -9.40
Jupiter,   2037-05-13T00:00:00.00,  93 37 28.2662, -00  9 23.8554,    5.144235577,  -9.40
Jupiter,   2037-05-23T00:00:00.00,  94 28 21.4959, -00  8 14.8230,    5.147797277,  -9.40
Jupiter,   2037-06-02T00:00:00.00,  95 19 10.4937, -00  7  5.7779,    5.151368111,  -9.40
Jupiter,   2037-06-12T00:00:00.00,  96  9 55.2586, -00  5 56.7357,    5.154947284,  -9.40
Jupiter,   2037-06-22T00:00:00.00,  97  0 35.7897, -00  4 47.7121,    5.158533992,  -9.40
Jupiter,   2037-07-02T00:00:00.00,  97 51 12.0860, -00  3 38.7225,    5.162127465,  -9.40
Jupiter,   2037-07-12T00:00:00.00,  98 41 44.1487, -00  2 29.7820,    5.165726973,  -9.40
Jupiter,   2037-07-22T00:00:00.00,  99 32 11.9810, -00  1 20.9056,    5.169331783,  -9.40
Jupiter,   2037-08-01T00:00:00.00, 100 22 35.5878, -00  0 12.1080,    5.172941154,  -9.40
