# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 4, targetName: Mars, Diameter: 6780.00 km, Orbital period: 6.86980000E+02 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2000
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Mars,   2029-03-16T00:00:00.00, 180 23  7.3972, +01 23 46.7768,    1.651150237,  -1.52
Mars,   2029-03-17T00:00:00.00, 180 49 47.5401, +01 23 12.8436,    1.650609850,  -1.52
Mars,   2029-03-18T00:00:00.00, 181 16 28.7278, +01 22 38.5874,    1.650060245,  -1.52
Mars,   2029-03-19T00:00:00.00, 181 43 10.9792, +01 22  4.0091,    1.649501451,  -1.52
Mars,   2029-03-20T00:00:00.00, 182  9 54.3132, +01 21 29.1100,    1.648933496,  -1.52
Mars,   2029-03-21T00:00:00.00, 182 36 38.7486, +01 20 53.8910,    1.648356406,  -1.52
Mars,   2029-03-22T00:00:00.00, 183  3 24.3044, +01 20 18.3532,    1.647770212,  -1.52
Mars,   2029-03-23T00:00:00.00, 183 30 10.9994, +01 19 42.4978,    1.647174942,  -1.52
Mars,   2029-03-24T00:00:00.00, 183 56 58.8525, +01 19  6.3259,    1.646570626,  -1.52
Mars,   2029-03-25T00:00:00.00, 184 23 47.8827, +01 18 29.8386,    1.645957294,  -1.52
Mars,   2029-03-26T00:00:00.00, 184 50 38.1087, +01 17 53.0371,    1.645334978,  -1.52
Mars,   2029-03-27T00:00:00.00, 185 17 29.5496, +01 17 15.9226,    1.644703708,  -1.52
Mars,   2029-03-28T00:00:00.00, 185 44 22.2243, +01 16 38.4961,    1.644063515,  -1.52
Mars,   2029-03-29T00:00:00.00, 186 11 16.1515, +01 16  0.7590,    1.643414434,  -1.52
Mars,   2029-03-30T00:00:00.00, 186 38 11.3504, +01 15 22.7124,    1.642756496,  -1.52
Mars,   2029-03-31T00:00:00.00, 187  5  7.8397, +01 14 44.3575,    1.642089735,  -1.52
Mars,   2029-04-01T00:00:00.00, 187 32  5.6385, +01 14  5.6956,    1.641414184,  -1.52
Mars,   2029-04-02T00:00:00.00, 187 59  4.7655, +01 13 26.7279,    1.640729879,  -1.52
Mars,   2029-04-03T00:00:00.00, 188 26  5.2398, +01 12 47.4557,    1.640036854,  -1.52
Mars,   2029-04-04T00:00:00.00, 188 53  7.0803, +01 12  7.8803,    1.639335145,  -1.52
Mars,   2029-04-05T00:00:00.00, 189 20 10.3058, +01 11 28.0029,    1.638624788,  -1.52
Mars,   2029-04-06T00:00:00.00, 189 47 14.9354, +01 10 47.8249,    1.637905820,  -1.52
Mars,   2029-04-07T00:00:00.00, 190 14 20.9879, +01 10  7.3476,    1.637178277,  -1.52
Mars,   2029-04-08T00:00:00.00, 190 41 28.4822, +01  9 26.5724,    1.636442198,  -1.52
Mars,   2029-04-09T00:00:00.00, 191  8 37.4373, +01  8 45.5006,    1.635697620,  -1.52
Mars,   2029-04-10T00:00:00.00, 191 35 47.8721, +01  8  4.1336,    1.634944583,  -1.52
Mars,   2029-04-11T00:00:00.00, 192  2 59.8055, +01  7 22.4727,    1.634183126,  -1.52
Mars,   2029-04-12T00:00:00.00, 192 30 13.2564, +01  6 40.5195,    1.633413289,  -1.52
Mars,   2029-04-13T00:00:00.00, 192 57 28.2437, +01  5 58.2753,    1.632635112,  -1.52
Mars,   2029-04-14T00:00:00.00, 193 24 44.7863, +01  5 15.7416,    1.631848637,  -1.52
Mars,   2029-04-15T00:00:00.00, 193 52  2.9031, +01  4 32.9199,    1.631053904,  -1.52
Mars,   2029-04-16T00:00:00.00, 194 19 22.6130, +01  3 49.8117,    1.630250957,  -1.52
Mars,   2029-04-17T00:00:00.00, 194 46 43.9348, +01  3  6.4184,    1.629439838,  -1.52
Mars,   2029-04-18T00:00:00.00, 195 14  6.8876, +01  2 22.7416,    1.628620591,  -1.52
Mars,   2029-04-19T00:00:00.00, 195 41 31.4900, +01  1 38.7829,    1.627793258,  -1.52
Mars,   2029-04-20T00:00:00.00, 196  8 57.7611, +01  0 54.5438,    1.626957885,  -1.52
Mars,   2029-04-21T00:00:00.00, 196 36 25.7196, +01  0 10.0260,    1.626114518,  -1.52
Mars,   2029-04-22T00:00:00.00, 197  3 55.3844, +00 59 25.2310,    1.625263200,  -1.52
Mars,   2029-04-23T00:00:00.00, 197 31 26.7743, +00 58 40.1604,    1.624403980,  -1.52
Mars,   2029-04-24T00:00:00.00, 197 58 59.9082, +00 57 54.8160,    1.623536903,  -1.52
Mars,   2029-04-25T00:00:00.00, 198 26 34.8049, +00 57  9.1994,    1.622662017,  -1.52
Mars,   2029-04-26T00:00:00.00, 198 54 11.4832, +00 56 23.3123,    1.621779371,  -1.52
Mars,   2029-04-27T00:00:00.00, 199 21 49.9619, +00 55 37.1565,    1.620889012,  -1.52
Mars,   2029-04-28T00:00:00.00, 199 49 30.2597, +00 54 50.7337,    1.619990990,  -1.52
Mars,   2029-04-29T00:00:00.00, 200 17 12.3954, +00 54  4.0456,    1.619085355,  -1.52
Mars,   2029-04-30T00:00:00.00, 200 44 56.3879, +00 53 17.0941,    1.618172157,  -1.52
Mars,   2029-05-01T00:00:00.00, 201 12 42.2558, +00 52 29.8809,    1.617251447,  -1.52
Mars,   2029-05-02T00:00:00.00, 201 40 30.0178, +00 51 42.4080,    1.616323277,  -1.52
Mars,   2029-05-03T00:00:00.00, 202  8 19.6928, +00 50 54.6772,    1.615387699,  -1.52
Mars,   2029-05-04T00:00:00.00, 202 36 11.2992, +00 50  6.6904,    1.614444766,  -1.52
Mars,   2029-05-05T00:00:00.00, 203  4  4.8559, +00 49 18.4496,    1.613494532,  -1.52
Mars,   2029-05-06T00:00:00.00, 203 32  0.3814, +00 48 29.9566,    1.612537049,  -1.52
Mars,   2029-05-07T00:00:00.00, 203 59 57.8945, +00 47 41.2134,    1.611572374,  -1.52
Mars,   2029-05-08T00:00:00.00, 204 27 57.4136, +00 46 52.2221,    1.610600561,  -1.52
Mars,   2029-05-09T00:00:00.00, 204 55 58.9575, +00 46  2.9847,    1.609621667,  -1.52
Mars,   2029-05-10T00:00:00.00, 205 24  2.5445, +00 45 13.5032,    1.608635747,  -1.52
Mars,   2029-05-11T00:00:00.00, 205 52  8.1934, +00 44 23.7797,    1.607642859,  -1.52
Mars,   2029-05-12T00:00:00.00, 206 20 15.9225, +00 43 33.8164,    1.606643061,  -1.52
Mars,   2029-05-13T00:00:00.00, 206 48 25.7504, +00 42 43.6153,    1.605636412,  -1.52
Mars,   2029-05-14T00:00:00.00, 207 16 37.6955, +00 41 53.1787,    1.604622969,  -1.52
Mars,   2029-05-15T00:00:00.00, 207 44 51.7762, +00 41  2.5088,    1.603602793,  -1.52
Mars,   2029-05-16T00:00:00.00, 208 13  8.0109, +00 40 11.6077,    1.602575945,  -1.52
Mars,   2029-05-17T00:00:00.00, 208 41 26.4180, +00 39 20.4778,    1.601542485,  -1.52
Mars,   2029-05-18T00:00:00.00, 209  9 47.0158, +00 38 29.1214,    1.600502474,  -1.52
Mars,   2029-05-19T00:00:00.00, 209 38  9.8225, +00 37 37.5407,    1.599455976,  -1.52
Mars,   2029-05-20T00:00:00.00, 210  6 34.8564, +00 36 45.7381,    1.598403053,  -1.52
Mars,   2029-05-21T00:00:00.00, 210 35  2.1358, +00 35 53.7161,    1.597343768,  -1.52
Mars,   2029-05-22T00:00:00.00, 211  3 31.6787, +00 35  1.4770,    1.596278186,  -1.52
Mars,   2029-05-23T00:00:00.00, 211 32  3.5034, +00 34  9.0233,    1.595206371,  -1.52
Mars,   2029-05-24T00:00:00.00, 212  0 37.6278, +00 33 16.3575,    1.594128390,  -1.52
Mars,   2029-05-25T00:00:00.00, 212 29 14.0700, +00 32 23.4821,    1.593044307,  -1.52
Mars,   2029-05-26T00:00:00.00, 212 57 52.8481, +00 31 30.3997,    1.591954191,  -1.52
Mars,   2029-05-27T00:00:00.00, 213 26 33.9799, +00 30 37.1128,    1.590858108,  -1.52
Mars,   2029-05-28T00:00:00.00, 213 55 17.4834, +00 29 43.6241,    1.589756126,  -1.52
Mars,   2029-05-29T00:00:00.00, 214 24  3.3763, +00 28 49.9363,    1.588648315,  -1.52
Mars,   2029-05-30T00:00:00.00, 214 52 51.6766, +00 27 56.0520,    1.587534744,  -1.52
Mars,   2029-05-31T00:00:00.00, 215 21 42.4018, +00 27  1.9739,    1.586415483,  -1.52
Mars,   2029-06-01T00:00:00.00, 215 50 35.5697, +00 26  7.7049,    1.585290602,  -1.52
Mars,   2029-06-02T00:00:00.00, 216 19 31.1979, +00 25 13.2478,    1.584160174,  -1.52
Mars,   2029-06-03T00:00:00.00, 216 48 29.3040, +00 24 18.6053,    1.583024270,  -1.52
Mars,   2029-06-04T00:00:00.00, 217 17 29.9054, +00 23 23.7805,    1.581882963,  -1.52
Mars,   2029-06-05T00:00:00.00, 217 46 33.0196, +00 22 28.7761,    1.580736327,  -1.52
Mars,   2029-06-06T00:00:00.00, 218 15 38.6639, +00 21 33.5952,    1.579584436,  -1.52
Mars,   2029-06-07T00:00:00.00, 218 44 46.8556, +00 20 38.2408,    1.578427364,  -1.52
Mars,   2029-06-08T00:00:00.00, 219 13 57.6120, +00 19 42.7158,    1.577265188,  -1.52
Mars,   2029-06-09T00:00:00.00, 219 43 10.9502, +00 18 47.0234,    1.576097983,  -1.52
Mars,   2029-06-10T00:00:00.00, 220 12 26.8872, +00 17 51.1668,    1.574925826,  -1.52
Mars,   2029-06-11T00:00:00.00, 220 41 45.4401, +00 16 55.1490,    1.573748796,  -1.52
Mars,   2029-06-12T00:00:00.00, 221 11  6.6258, +00 15 58.9732,    1.572566969,  -1.52
Mars,   2029-06-13T00:00:00.00, 221 40 30.4611, +00 15  2.6427,    1.571380426,  -1.52
Mars,   2029-06-14T00:00:00.00, 222  9 56.9628, +00 14  6.1608,    1.570189246,  -1.52
Mars,   2029-06-15T00:00:00.00, 222 39 26.1474, +00 13  9.5309,    1.568993509,  -1.52
Mars,   2029-06-16T00:00:00.00, 223  8 58.0317, +00 12 12.7561,    1.567793295,  -1.52
Mars,   2029-06-17T00:00:00.00, 223 38 32.6320, +00 11 15.8401,    1.566588688,  -1.52
Mars,   2029-06-18T00:00:00.00, 224  8  9.9648, +00 10 18.7863,    1.565379769,  -1.52
Mars,   2029-06-19T00:00:00.00, 224 37 50.0464, +00  9 21.5980,    1.564166622,  -1.52
Mars,   2029-06-20T00:00:00.00, 225  7 32.8929, +00  8 24.2790,    1.562949330,  -1.52
Mars,   2029-06-21T00:00:00.00, 225 37 18.5204, +00  7 26.8327,    1.561727977,  -1.52
Mars,   2029-06-22T00:00:00.00, 226  7  6.9449, +00  6 29.2628,    1.560502649,  -1.52
Mars,   2029-06-23T00:00:00.00, 226 36 58.1823, +00  5 31.5730,    1.559273432,  -1.52
Mars,   2029-06-24T00:00:00.00, 227  6 52.2484, +00  4 33.7670,    1.558040413,  -1.52
Mars,   2029-06-25T00:00:00.00, 227 36 49.1588, +00  3 35.8486,    1.556803677,  -1.52
Mars,   2029-06-26T00:00:00.00, 228  6 48.9290, +00  2 37.8215,    1.555563315,  -1.52
Mars,   2029-06-27T00:00:00.00, 228 36 51.5745, +00  1 39.6897,    1.554319413,  -1.52
Mars,   2029-06-28T00:00:00.00, 229  6 57.1106, +00  0 41.4571,    1.553072063,  -1.52
Mars,   2029-06-29T00:00:00.00, 229 37  5.5524, -00  0 16.8724,    1.551821352,  -1.52
Mars,   2029-06-30T00:00:00.00, 230  7 16.9150, -00  1 15.2948,    1.550567373,  -1.52
Mars,   2029-07-01T00:00:00.00, 230 37 31.2133, -00  2 13.8061,    1.549310217,  -1.52
Mars,   2029-07-02T00:00:00.00, 231  7 48.4621, -00  3 12.4021,    1.548049975,  -1.52
Mars,   2029-07-03T00:00:00.00, 231 38  8.6761, -00  4 11.0786,    1.546786741,  -1.52
Mars,   2029-07-04T00:00:00.00, 232  8 31.8696, -00  5  9.8316,    1.545520608,  -1.52
Mars,   2029-07-05T00:00:00.00, 232 38 58.0572, -00  6  8.6567,    1.544251669,  -1.52
Mars,   2029-07-06T00:00:00.00, 233  9 27.2529, -00  7  7.5497,    1.542980021,  -1.52
Mars,   2029-07-07T00:00:00.00, 233 39 59.4709, -00  8  6.5062,    1.541705758,  -1.52
Mars,   2029-07-08T00:00:00.00, 234 10 34.7251, -00  9  5.5218,    1.540428977,  -1.52
Mars,   2029-07-09T00:00:00.00, 234 41 13.0292, -00 10  4.5921,    1.539149774,  -1.52
Mars,   2029-07-10T00:00:00.00, 235 11 54.3969, -00 11  3.7126,    1.537868247,  -1.52
Mars,   2029-07-11T00:00:00.00, 235 42 38.8414, -00 12  2.8788,    1.536584494,  -1.52
Mars,   2029-07-12T00:00:00.00, 236 13 26.3761, -00 13  2.0860,    1.535298613,  -1.52
Mars,   2029-07-13T00:00:00.00, 236 44 17.0141, -00 14  1.3295,    1.534010706,  -1.52
Mars,   2029-07-14T00:00:00.00, 237 15 10.7683, -00 15  0.6048,    1.532720870,  -1.52
Mars,   2029-07-15T00:00:00.00, 237 46  7.6513, -00 15 59.9071,    1.531429209,  -1.52
Mars,   2029-07-16T00:00:00.00, 238 17  7.6758, -00 16 59.2316,    1.530135822,  -1.52
Mars,   2029-07-17T00:00:00.00, 238 48 10.8540, -00 17 58.5733,    1.528840813,  -1.52
Mars,   2029-07-18T00:00:00.00, 239 19 17.1982, -00 18 57.9275,    1.527544283,  -1.52
Mars,   2029-07-19T00:00:00.00, 239 50 26.7203, -00 19 57.2891,    1.526246337,  -1.52
Mars,   2029-07-20T00:00:00.00, 240 21 39.4320, -00 20 56.6532,    1.524947079,  -1.52
Mars,   2029-07-21T00:00:00.00, 240 52 55.3450, -00 21 56.0148,    1.523646613,  -1.52
Mars,   2029-07-22T00:00:00.00, 241 24 14.4706, -00 22 55.3686,    1.522345045,  -1.52
Mars,   2029-07-23T00:00:00.00, 241 55 36.8199, -00 23 54.7095,    1.521042482,  -1.52
Mars,   2029-07-24T00:00:00.00, 242 27  2.4039, -00 24 54.0324,    1.519739029,  -1.52
Mars,   2029-07-25T00:00:00.00, 242 58 31.2333, -00 25 53.3320,    1.518434794,  -1.52
Mars,   2029-07-26T00:00:00.00, 243 30  3.3186, -00 26 52.6030,    1.517129885,  -1.52
Mars,   2029-07-27T00:00:00.00, 244  1 38.6700, -00 27 51.8399,    1.515824410,  -1.52
Mars,   2029-07-28T00:00:00.00, 244 33 17.2976, -00 28 51.0374,    1.514518480,  -1.52
Mars,   2029-07-29T00:00:00.00, 245  4 59.2112, -00 29 50.1901,    1.513212203,  -1.52
Mars,   2029-07-30T00:00:00.00, 245 36 44.4203, -00 30 49.2923,    1.511905690,  -1.52
Mars,   2029-07-31T00:00:00.00, 246  8 32.9343, -00 31 48.3386,    1.510599052,  -1.52
Mars,   2029-08-01T00:00:00.00, 246 40 24.7622, -00 32 47.3232,    1.509292401,  -1.52
Mars,   2029-08-02T00:00:00.00, 247 12 19.9128, -00 33 46.2406,    1.507985849,  -1.52
Mars,   2029-08-03T00:00:00.00, 247 44 18.3947, -00 34 45.0851,    1.506679509,  -1.52
Mars,   2029-08-04T00:00:00.00, 248 16 20.2162, -00 35 43.8507,    1.505373493,  -1.52
Mars,   2029-08-05T00:00:00.00, 248 48 25.3852, -00 36 42.5318,    1.504067916,  -1.52
Mars,   2029-08-06T00:00:00.00, 249 20 33.9097, -00 37 41.1225,    1.502762893,  -1.52
Mars,   2029-08-07T00:00:00.00, 249 52 45.7969, -00 38 39.6167,    1.501458537,  -1.52
Mars,   2029-08-08T00:00:00.00, 250 25  1.0542, -00 39 38.0086,    1.500154966,  -1.52
Mars,   2029-08-09T00:00:00.00, 250 57 19.6885, -00 40 36.2922,    1.498852294,  -1.52
Mars,   2029-08-10T00:00:00.00, 251 29 41.7063, -00 41 34.4613,    1.497550639,  -1.52
Mars,   2029-08-11T00:00:00.00, 252  2  7.1141, -00 42 32.5099,    1.496250117,  -1.52
Mars,   2029-08-12T00:00:00.00, 252 34 35.9177, -00 43 30.4317,    1.494950847,  -1.52
Mars,   2029-08-13T00:00:00.00, 253  7  8.1231, -00 44 28.2207,    1.493652946,  -1.52
Mars,   2029-08-14T00:00:00.00, 253 39 43.7356, -00 45 25.8704,    1.492356532,  -1.52
Mars,   2029-08-15T00:00:00.00, 254 12 22.7603, -00 46 23.3747,    1.491061726,  -1.52
Mars,   2029-08-16T00:00:00.00, 254 45  5.2020, -00 47 20.7271,    1.489768646,  -1.52
Mars,   2029-08-17T00:00:00.00, 255 17 51.0651, -00 48 17.9212,    1.488477412,  -1.52
Mars,   2029-08-18T00:00:00.00, 255 50 40.3539, -00 49 14.9507,    1.487188146,  -1.52
Mars,   2029-08-19T00:00:00.00, 256 23 33.0722, -00 50 11.8091,    1.485900967,  -1.52
Mars,   2029-08-20T00:00:00.00, 256 56 29.2233, -00 51  8.4897,    1.484615997,  -1.52
Mars,   2029-08-21T00:00:00.00, 257 29 28.8105, -00 52  4.9860,    1.483333358,  -1.52
Mars,   2029-08-22T00:00:00.00, 258  2 31.8366, -00 53  1.2915,    1.482053172,  -1.52
Mars,   2029-08-23T00:00:00.00, 258 35 38.3039, -00 53 57.3995,    1.480775561,  -1.52
Mars,   2029-08-24T00:00:00.00, 259  8 48.2147, -00 54 53.3032,    1.479500649,  -1.52
Mars,   2029-08-25T00:00:00.00, 259 42  1.5705, -00 55 48.9959,    1.478228558,  -1.52
Mars,   2029-08-26T00:00:00.00, 260 15 18.3727, -00 56 44.4709,    1.476959413,  -1.52
Mars,   2029-08-27T00:00:00.00, 260 48 38.6225, -00 57 39.7214,    1.475693337,  -1.52
Mars,   2029-08-28T00:00:00.00, 261 22  2.3203, -00 58 34.7404,    1.474430454,  -1.52
Mars,   2029-08-29T00:00:00.00, 261 55 29.4664, -00 59 29.5212,    1.473170890,  -1.52
Mars,   2029-08-30T00:00:00.00, 262 29  0.0607, -01  0 24.0568,    1.471914768,  -1.52
Mars,   2029-08-31T00:00:00.00, 263  2 34.1026, -01  1 18.3402,    1.470662215,  -1.52
Mars,   2029-09-01T00:00:00.00, 263 36 11.5912, -01  2 12.3644,    1.469413355,  -1.52
Mars,   2029-09-02T00:00:00.00, 264  9 52.5252, -01  3  6.1225,    1.468168315,  -1.52
Mars,   2029-09-03T00:00:00.00, 264 43 36.9029, -01  3 59.6073,    1.466927220,  -1.52
Mars,   2029-09-04T00:00:00.00, 265 17 24.7221, -01  4 52.8119,    1.465690197,  -1.52
Mars,   2029-09-05T00:00:00.00, 265 51 15.9803, -01  5 45.7290,    1.464457372,  -1.52
Mars,   2029-09-06T00:00:00.00, 266 25 10.6745, -01  6 38.3516,    1.463228871,  -1.52
Mars,   2029-09-07T00:00:00.00, 266 59  8.8014, -01  7 30.6725,    1.462004822,  -1.52
Mars,   2029-09-08T00:00:00.00, 267 33 10.3572, -01  8 22.6845,    1.460785351,  -1.52
Mars,   2029-09-09T00:00:00.00, 268  7 15.3375, -01  9 14.3804,    1.459570586,  -1.52
Mars,   2029-09-10T00:00:00.00, 268 41 23.7379, -01 10  5.7529,    1.458360653,  -1.52
Mars,   2029-09-11T00:00:00.00, 269 15 35.5531, -01 10 56.7949,    1.457155680,  -1.52
Mars,   2029-09-12T00:00:00.00, 269 49 50.7776, -01 11 47.4989,    1.455955795,  -1.52
Mars,   2029-09-13T00:00:00.00, 270 24  9.4054, -01 12 37.8579,    1.454761125,  -1.52
Mars,   2029-09-14T00:00:00.00, 270 58 31.4302, -01 13 27.8643,    1.453571797,  -1.52
Mars,   2029-09-15T00:00:00.00, 271 32 56.8449, -01 14 17.5110,    1.452387940,  -1.52
Mars,   2029-09-16T00:00:00.00, 272  7 25.6423, -01 15  6.7906,    1.451209680,  -1.52
Mars,   2029-09-17T00:00:00.00, 272 41 57.8145, -01 15 55.6956,    1.450037146,  -1.52
Mars,   2029-09-18T00:00:00.00, 273 16 33.3533, -01 16 44.2189,    1.448870465,  -1.52
Mars,   2029-09-19T00:00:00.00, 273 51 12.2499, -01 17 32.3530,    1.447709765,  -1.52
Mars,   2029-09-20T00:00:00.00, 274 25 54.4951, -01 18 20.0905,    1.446555173,  -1.52
Mars,   2029-09-21T00:00:00.00, 275  0 40.0792, -01 19  7.4241,    1.445406816,  -1.52
Mars,   2029-09-22T00:00:00.00, 275 35 28.9920, -01 19 54.3464,    1.444264822,  -1.52
Mars,   2029-09-23T00:00:00.00, 276 10 21.2229, -01 20 40.8500,    1.443129319,  -1.52
Mars,   2029-09-24T00:00:00.00, 276 45 16.7608, -01 21 26.9276,    1.442000433,  -1.52
Mars,   2029-09-25T00:00:00.00, 277 20 15.5939, -01 22 12.5717,    1.440878291,  -1.52
Mars,   2029-09-26T00:00:00.00, 277 55 17.7102, -01 22 57.7750,    1.439763020,  -1.52
Mars,   2029-09-27T00:00:00.00, 278 30 23.0971, -01 23 42.5301,    1.438654746,  -1.52
Mars,   2029-09-28T00:00:00.00, 279  5 31.7415, -01 24 26.8298,    1.437553596,  -1.52
Mars,   2029-09-29T00:00:00.00, 279 40 43.6297, -01 25 10.6666,    1.436459696,  -1.52
Mars,   2029-09-30T00:00:00.00, 280 15 58.7476, -01 25 54.0331,    1.435373171,  -1.52
Mars,   2029-10-01T00:00:00.00, 280 51 17.0806, -01 26 36.9222,    1.434294148,  -1.52
